Playing Time,Performance,Expected,Progression,Per 90 Minutes,,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Ben Mee,eng ENG,DF,Brentford,34-343,1989,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Nikola Milenković,rs SRB,DF,Nott'ham Forest,26-322,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.97,0.02,0.99,0.97,0.99,Matches,,,,,,,
James Milner,eng ENG,MF,Brighton,38-238,1986,2,2,153,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,1,9,10,0.00,0.00,0.00,0.00,0.00,0.10,0.14,0.23,0.10,0.23,Matches,,,,,,,
Yankuba Minteh,gm GAM,FW,Brighton,20-038,2004,2,2,133,1.5,0,1,1,0,0,0,0,0,0.1,0.1,1.3,1.4,9,5,16,0.00,0.68,0.68,0.00,0.68,0.05,0.89,0.94,0.05,0.94,Matches,,,,,,,
Tyrick Mitchell,eng ENG,DF,Crystal Palace,24-363,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,7,19,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches,,,,,,,
Kaoru Mitoma,jp JPN,FW,Brighton,27-101,1997,2,2,177,2.0,1,1,2,1,0,0,0,0,1.0,1.0,0.8,1.7,8,4,13,0.51,0.51,1.02,0.51,1.02,0.50,0.38,0.88,0.50,0.88,Matches,,,,,,,
Sam Morsy,eg EGY,MF,Ipswich Town,32-354,1991,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
Yerson Mosquera,co COL,DF,Wolves,23-119,2001,2,2,180,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,0,2,0,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.15,0.13,0.15,Matches,,,,,,,
Mason Mount,eng ENG,MF,Manchester Utd,25-232,1999,2,2,105,1.2,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,0,3,4,0.00,0.00,0.00,0.00,0.00,0.33,0.06,0.39,0.33,0.39,Matches,,,,,,,
Mykhailo Mudryk,ua UKR,FW,Chelsea,23-237,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Rodrigo Muniz,br BRA,FW,Fulham,23-117,2001,2,2,156,1.7,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,0,3,9,0.00,0.00,0.00,0.00,0.00,0.40,0.14,0.53,0.40,0.53,Matches,,,,,,,
Daniel Muñoz,co COL,DF,Crystal Palace,28-095,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,13,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
Arijanet Muric,xk KVX,GK,Ipswich Town,25-296,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Murillo,br BRA,DF,Nott'ham Forest,22-056,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches,,,,,,,
Jacob Murphy,eng ENG,FW,Newcastle Utd,29-187,1995,2,2,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
Vitaliy Mykolenko,ua UKR,DF,Everton,25-092,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Iliman Ndiaye,sn SEN,"FW,MF",Everton,24-176,2000,2,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0,6,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,,
Wilfred Ndidi,ng NGA,MF,Leicester City,27-257,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,5,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,,,,,,,
Kosta Nedeljković,rs SRB,DF,Aston Villa,18-257,2005,2,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Reiss Nelson,eng ENG,FW,Arsenal,24-263,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Neto,br BRA,GK,Bournemouth,35-041,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Pedro Neto,pt POR,FW,Chelsea,24-173,2000,2,0,78,0.9,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,6,1,5,0.00,1.15,1.15,0.00,1.15,0.05,0.36,0.40,0.05,0.40,Matches,,,,,,,
Christopher Nkunku,fr FRA,FW,Chelsea,26-289,1997,2,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,2,5,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.40,0.20,0.40,Matches,,,,,,,
Matheus Nunes,pt POR,MF,Manchester City,26-002,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Darwin Núñez,uy URU,FW,Liverpool,25-066,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Christian Nørgaard,dk DEN,MF,Brentford,30-172,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,8,2,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.17,0.11,0.17,Matches,,,,,,,
Wilson Odobert,fr FRA,FW,Tottenham,19-275,2004,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,7,5,10,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.10,0.07,0.10,Matches,,,,,,,
Amadou Onana,be BEL,MF,Aston Villa,23-013,2001,2,2,165,1.8,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,5,3,0,0.55,0.00,0.55,0.55,0.55,0.36,0.00,0.36,0.36,0.36,Matches,,,,,,,
André Onana,cm CMR,GK,Manchester Utd,28-149,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Frank Onyeka,ng NGA,MF,Brentford,26-241,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Dango Ouattara,bf BFA,FW,Bournemouth,22-200,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,5,0,8,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.36,0.36,0.36,Matches,,,,,,,
Cole Palmer,eng ENG,"FW,MF",Chelsea,22-115,2002,2,2,172,1.9,1,3,4,1,0,0,1,0,0.7,0.7,0.5,1.2,9,15,11,0.52,1.57,2.09,0.52,2.09,0.38,0.26,0.65,0.38,0.65,Matches,,,,,,,
Emerson Palmieri,it ITA,DF,West Ham,30-026,1994,2,2,178,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
Lucas Paquetá,br BRA,MF,West Ham,27-002,1997,2,2,163,1.8,1,0,1,0,1,1,1,0,0.9,0.1,0.0,0.2,2,11,5,0.55,0.00,0.55,0.00,0.00,0.51,0.02,0.53,0.07,0.09,Matches,,,,,,,
Thomas Partey,gh GHA,MF,Arsenal,31-077,1993,2,2,180,2.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,13,1,0.50,0.00,0.50,0.50,0.50,0.08,0.07,0.15,0.08,0.15,Matches,,,,,,,
Andreas Pereira,br BRA,MF,Fulham,28-241,1996,2,2,174,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.7,2,16,12,0.00,0.00,0.00,0.00,0.00,0.03,0.35,0.38,0.03,0.38,Matches,,,,,,,
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,22-203,2002,1,0,17,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35,Matches,,,,,,,
Jordan Pickford,eng ENG,GK,Everton,30-175,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Ethan Pinnock,jm JAM,DF,Brentford,31-092,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Daniel Podence,pt POR,"MF,FW",Wolves,28-313,1995,2,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
Nick Pope,eng ENG,GK,Newcastle Utd,32-132,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Pedro Porro,es ESP,DF,Tottenham,24-351,1999,2,2,179,2.0,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.4,4,12,4,0.50,0.00,0.50,0.50,0.50,0.06,0.13,0.20,0.06,0.20,Matches,,,,,,,
Jarell Quansah,eng ENG,DF,Liverpool,21-213,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-093,2001,2,0,55,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,4,1,3,0.00,1.64,1.64,0.00,1.64,0.16,0.28,0.43,0.16,0.43,Matches,,,,,,,
Marcus Rashford,eng ENG,FW,Manchester Utd,26-303,1997,2,2,154,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,4,2,12,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.00,0.39,Matches,,,,,,,
David Raya,es ESP,GK,Arsenal,28-349,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Harrison Reed,eng ENG,MF,Fulham,29-215,1995,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Bobby Reid,jm JAM,FW,Leicester City,31-209,1993,2,2,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,6,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,,,,,,,
Chadi Riad,ma MAR,DF,Crystal Palace,21-073,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Declan Rice,eng ENG,MF,Arsenal,25-228,1999,2,2,174,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,3,16,9,0.00,0.00,0.00,0.00,0.00,0.08,0.17,0.25,0.08,0.25,Matches,,,,,,,
Chris Richards,us USA,DF,Crystal Palace,24-154,2000,2,2,164,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,,,,,,,
Richarlison,br BRA,"FW,MF",Tottenham,27-111,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,1,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67,Matches,,,,,,,
Andrew Robertson,sct SCO,DF,Liverpool,30-171,1994,2,2,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,10,7,0.00,0.00,0.00,0.00,0.00,0.18,0.20,0.38,0.18,0.38,Matches,,,,,,,
Antonee Robinson,us USA,DF,Fulham,27-021,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,5,8,0.00,0.50,0.50,0.00,0.50,0.00,0.11,0.11,0.00,0.11,Matches,,,,,,,
Guido Rodríguez,ar ARG,MF,West Ham,30-139,1994,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
Mads Roerslev,dk DEN,DF,Brentford,25-066,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-034,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,11,3,9,0.00,0.00,0.00,0.00,0.00,0.16,0.33,0.49,0.16,0.49,Matches,,,,,,,
Cristian Romero,ar ARG,DF,Tottenham,26-124,1998,2,2,180,2.0,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,0,14,1,0.50,0.00,0.50,0.50,0.50,0.31,0.08,0.39,0.31,0.39,Matches,,,,,,,
Georginio Rutter,fr FRA,FW,Brighton,22-131,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
José Sá,pt POR,GK,Wolves,31-225,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,
Bukayo Saka,eng ENG,FW,Arsenal,22-359,2001,2,2,166,1.8,1,2,3,1,0,0,1,0,0.4,0.4,0.5,0.9,6,8,29,0.54,1.08,1.63,0.54,1.63,0.22,0.26,0.47,0.22,0.47,Matches,,,,,,,
Mohamed Salah,eg EGY,FW,Liverpool,32-075,1992,2,2,172,1.9,2,1,3,2,0,0,0,0,1.3,1.3,0.5,1.7,8,11,21,1.05,0.52,1.57,1.05,1.57,0.66,0.26,0.91,0.66,0.91,Matches,,,,,,,
William Saliba,fr FRA,DF,Arsenal,23-158,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Robert Sánchez,es ESP,GK,Chelsea,26-285,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,26-271,1997,2,2,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,,,,,,,
Pablo Sarabia,es ESP,"FW,MF",Wolves,32-110,1992,2,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,6,2,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,,,,,,,
Jeremy Sarmiento,ec ECU,MF,Brighton,22-074,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Ismaila Sarr,sn SEN,MF,Crystal Palace,26-186,1998,2,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,0,3,0.00,0.00,0.00,0.00,0.00,0.34,1.02,1.35,0.34,1.35,Matches,,,,,,,
Sávio,br BRA,FW,Manchester City,20-141,2004,2,2,115,1.3,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,11,4,19,0.00,0.78,0.78,0.00,0.78,0.00,0.66,0.66,0.00,0.66,Matches,,,,,,,
Kevin Schade,de GER,FW,Brentford,22-276,2001,2,1,91,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,1,11,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,,,,,,,
Fabian Schär,ch SUI,DF,Newcastle Utd,32-253,1991,1,1,27,0.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches,,,,,,,
Jeffrey Schlupp,gh GHA,DF,Crystal Palace,31-250,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Alex Scott,eng ENG,MF,Bournemouth,21-008,2003,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches,,,,,,,
Matz Sels,be BEL,GK,Nott'ham Forest,32-185,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Antoine Semenyo,gh GHA,FW,Bournemouth,24-235,2000,2,2,180,2.0,1,1,2,1,0,0,0,0,0.8,0.8,1.6,2.3,8,3,16,0.50,0.50,1.00,0.50,1.00,0.38,0.79,1.17,0.38,1.17,Matches,,,,,,,
Marcos Senesi,ar ARG,DF,Bournemouth,27-111,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Bernardo Silva,pt POR,"MF,FW",Manchester City,30-019,1994,2,2,180,2.0,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,4,8,10,0.00,0.50,0.50,0.00,0.50,0.12,0.15,0.27,0.12,0.27,Matches,,,,,,,
Jota Silva,pt POR,MF,Nott'ham Forest,25-028,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-073,1999,2,1,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,1,7,0.00,0.00,0.00,0.00,0.00,0.22,0.04,0.26,0.22,0.26,Matches,,,,,,,
Oliver Skipp,eng ENG,FW,Leicester City,23-348,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
William Smallbone,ie IRL,MF,Southampton,24-190,2000,2,2,173,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,8,12,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches,,,,,,,
Adam Smith,eng ENG,DF,Bournemouth,33-122,1991,2,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Emile Smith Rowe,eng ENG,MF,Fulham,24-032,2000,2,2,131,1.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,2,6,5,0.69,0.00,0.69,0.69,0.69,0.36,0.00,0.36,0.36,0.36,Matches,,,,,,,
Dominic Solanke,eng ENG,FW,Tottenham,26-350,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,1,5,0.00,0.00,0.00,0.00,0.00,0.34,0.06,0.40,0.34,0.40,Matches,,,,,,,
Tomáš Souček,cz CZE,MF,West Ham,29-184,1995,2,2,167,1.9,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,1,3,8,0.54,0.00,0.54,0.54,0.54,0.59,0.07,0.66,0.59,0.66,Matches,,,,,,,
Boubakary Soumaré,fr FRA,MF,Leicester City,25-184,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Djed Spence,eng ENG,DF,Tottenham,24-020,2000,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jay Stansfield,eng ENG,MF,Fulham,21-279,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jason Steele,eng ENG,GK,Brighton,34-011,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jack Stephens,eng ENG,DF,Southampton,30-215,1994,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,20,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,,,,,,,
John Stones,eng ENG,MF,Manchester City,30-093,1994,1,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jørgen Strand Larsen,no NOR,FW,Wolves,24-205,2000,2,2,173,1.9,1,0,1,1,0,0,0,0,0.7,0.7,0.3,1.0,1,1,5,0.52,0.00,0.52,0.52,0.52,0.36,0.15,0.51,0.36,0.51,Matches,,,,,,,
Yukinari Sugawara,jp JPN,DF,Southampton,24-062,2000,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,5,7,0.00,0.00,0.00,0.00,0.00,0.02,0.15,0.17,0.02,0.17,Matches,,,,,,,
Crysencio Summerville,nl NED,MF,West Ham,22-304,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,3,0,3,0.00,0.00,0.00,0.00,0.00,0.00,1.36,1.36,0.00,1.36,Matches,,,,,,,
Sammie Szmodics,ie IRL,"MF,FW",Ipswich Town,28-340,1995,2,1,88,1.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,1,3,4,1.02,0.00,1.02,1.02,1.02,0.30,0.03,0.33,0.30,0.33,Matches,,,,,,,
Dominik Szoboszlai,hu HUN,MF,Liverpool,23-309,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.8,8,11,11,0.00,0.00,0.00,0.00,0.00,0.11,0.27,0.38,0.11,0.38,Matches,,,,,,,
James Tarkowski,eng ENG,DF,Everton,31-284,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,1,5,0,0.00,0.00,0.00,0.00,0.00,0.11,0.15,0.26,0.11,0.26,Matches,,,,,,,
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,25-160,1999,2,2,174,1.9,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,3,16,13,0.52,0.00,0.52,0.52,0.52,0.67,0.17,0.84,0.67,0.84,Matches,,,,,,,
Charlie Taylor,eng ENG,"DF,MF",Southampton,30-346,1993,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Jack Taylor,ie IRL,MF,Ipswich Town,26-067,1998,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,,,,,,,
Kenny Tete,nl NED,DF,Fulham,28-325,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,10,5,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,,,,,,,
Youri Tielemans,be BEL,MF,Aston Villa,27-114,1997,2,2,180,2.0,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.0,2,7,1,0.00,0.50,0.50,0.00,0.50,0.09,0.43,0.52,0.09,0.52,Matches,,,,,,,
Jurriën Timber,nl NED,DF,Arsenal,23-073,2001,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,,,,,,,
Jean-Clair Todibo,fr FRA,DF,West Ham,24-243,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-010,1995,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,
Pau Torres,es ESP,DF,Aston Villa,27-226,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,
